image_path,mask_path
labelbox2/images/000167.jpg,labelbox2/images/000167.npy
labelbox2/images/cmml_5.jpg,labelbox2/images/cmml_5.npy
labelbox2/images/cmml_265.jpg,labelbox2/images/cmml_265.npy
labelbox2/images/000022.jpg,labelbox2/images/000022.npy
labelbox2/images/cmml_494.jpg,labelbox2/images/cmml_494.npy
labelbox2/images/cmml_440.jpg,labelbox2/images/cmml_440.npy
labelbox2/images/cmml_58.jpg,labelbox2/images/cmml_58.npy
labelbox2/images/cmml_234.jpg,labelbox2/images/cmml_234.npy
labelbox2/images/cmml_317.jpg,labelbox2/images/cmml_317.npy
labelbox2/images/cmml_415.jpg,labelbox2/images/cmml_415.npy
labelbox2/images/cmml_330.jpg,labelbox2/images/cmml_330.npy
labelbox2/images/000046.jpg,labelbox2/images/000046.npy
labelbox2/images/000152.jpg,labelbox2/images/000152.npy
labelbox2/images/cmml_314.jpg,labelbox2/images/cmml_314.npy
labelbox2/images/000144.jpg,labelbox2/images/000144.npy
labelbox2/images/cmml_68.jpg,labelbox2/images/cmml_68.npy
labelbox2/images/cmml_179.jpg,labelbox2/images/cmml_179.npy
labelbox2/images/cmml_447.jpg,labelbox2/images/cmml_447.npy
labelbox2/images/cmml_279.jpg,labelbox2/images/cmml_279.npy
labelbox2/images/000071.jpg,labelbox2/images/000071.npy
labelbox2/images/000126.jpg,labelbox2/images/000126.npy
labelbox2/images/000095.jpg,labelbox2/images/000095.npy
labelbox2/images/cmml_114.jpg,labelbox2/images/cmml_114.npy
labelbox2/images/000209.jpg,labelbox2/images/000209.npy
labelbox2/images/cmml_374.jpg,labelbox2/images/cmml_374.npy
labelbox2/images/000080.jpg,labelbox2/images/000080.npy
labelbox2/images/000128.jpg,labelbox2/images/000128.npy
labelbox2/images/000199.jpg,labelbox2/images/000199.npy
labelbox2/images/000198.jpg,labelbox2/images/000198.npy
labelbox2/images/000023.jpg,labelbox2/images/000023.npy
labelbox2/images/000155.jpg,labelbox2/images/000155.npy
labelbox2/images/000053.jpg,labelbox2/images/000053.npy
labelbox2/images/000153.jpg,labelbox2/images/000153.npy
labelbox2/images/000157.jpg,labelbox2/images/000157.npy
labelbox2/images/cmml_469.jpg,labelbox2/images/cmml_469.npy
labelbox2/images/000085.jpg,labelbox2/images/000085.npy
labelbox2/images/000105.jpg,labelbox2/images/000105.npy
labelbox2/images/cmml_323.jpg,labelbox2/images/cmml_323.npy
labelbox2/images/cmml_142.jpg,labelbox2/images/cmml_142.npy
labelbox2/images/cmml_373.jpg,labelbox2/images/cmml_373.npy
labelbox2/images/000083.jpg,labelbox2/images/000083.npy
labelbox2/images/000084.jpg,labelbox2/images/000084.npy
labelbox2/images/cmml_499.jpg,labelbox2/images/cmml_499.npy
labelbox2/images/000077.jpg,labelbox2/images/000077.npy
labelbox2/images/cmml_45.jpg,labelbox2/images/cmml_45.npy
labelbox2/images/000051.jpg,labelbox2/images/000051.npy
labelbox2/images/000088.jpg,labelbox2/images/000088.npy
labelbox2/images/000118.jpg,labelbox2/images/000118.npy
labelbox2/images/000028.jpg,labelbox2/images/000028.npy
labelbox2/images/cmml_425.jpg,labelbox2/images/cmml_425.npy
labelbox2/images/000016.jpg,labelbox2/images/000016.npy
labelbox2/images/000019.jpg,labelbox2/images/000019.npy
labelbox2/images/cmml_83.jpg,labelbox2/images/cmml_83.npy
labelbox2/images/cmml_76.jpg,labelbox2/images/cmml_76.npy
labelbox2/images/000081.jpg,labelbox2/images/000081.npy
labelbox2/images/cmml_247.jpg,labelbox2/images/cmml_247.npy
labelbox2/images/000025.jpg,labelbox2/images/000025.npy
labelbox2/images/cmml_236.jpg,labelbox2/images/cmml_236.npy
labelbox2/images/000114.jpg,labelbox2/images/000114.npy
labelbox2/images/cmml_334.jpg,labelbox2/images/cmml_334.npy
labelbox2/images/000193.jpg,labelbox2/images/000193.npy
labelbox2/images/000175.jpg,labelbox2/images/000175.npy
labelbox2/images/cmml_248.jpg,labelbox2/images/cmml_248.npy
labelbox2/images/cmml_182.jpg,labelbox2/images/cmml_182.npy
labelbox2/images/cmml_345.jpg,labelbox2/images/cmml_345.npy
labelbox2/images/000042.jpg,labelbox2/images/000042.npy
labelbox2/images/cmml_213.jpg,labelbox2/images/cmml_213.npy
labelbox2/images/000031.jpg,labelbox2/images/000031.npy
labelbox2/images/cmml_205.jpg,labelbox2/images/cmml_205.npy
labelbox2/images/000027.jpg,labelbox2/images/000027.npy
labelbox2/images/cmml_268.jpg,labelbox2/images/cmml_268.npy
labelbox2/images/000113.jpg,labelbox2/images/000113.npy
labelbox2/images/000021.jpg,labelbox2/images/000021.npy
labelbox2/images/000124.jpg,labelbox2/images/000124.npy
labelbox2/images/000218.jpg,labelbox2/images/000218.npy
labelbox2/images/000207.jpg,labelbox2/images/000207.npy
labelbox2/images/cmml_203.jpg,labelbox2/images/cmml_203.npy
labelbox2/images/cmml_490.jpg,labelbox2/images/cmml_490.npy
labelbox2/images/000160.jpg,labelbox2/images/000160.npy
labelbox2/images/000125.jpg,labelbox2/images/000125.npy
labelbox2/images/000061.jpg,labelbox2/images/000061.npy
labelbox2/images/cmml_393.jpg,labelbox2/images/cmml_393.npy
labelbox2/images/cmml_38.jpg,labelbox2/images/cmml_38.npy
labelbox2/images/cmml_277.jpg,labelbox2/images/cmml_277.npy
labelbox2/images/000130.jpg,labelbox2/images/000130.npy
labelbox2/images/cmml_408.jpg,labelbox2/images/cmml_408.npy
labelbox2/images/cmml_115.jpg,labelbox2/images/cmml_115.npy
labelbox2/images/000067.jpg,labelbox2/images/000067.npy
labelbox2/images/cmml_316.jpg,labelbox2/images/cmml_316.npy
labelbox2/images/cmml_350.jpg,labelbox2/images/cmml_350.npy
labelbox2/images/cmml_26.jpg,labelbox2/images/cmml_26.npy
labelbox2/images/cmml_337.jpg,labelbox2/images/cmml_337.npy
labelbox2/images/cmml_129.jpg,labelbox2/images/cmml_129.npy
labelbox2/images/000047.jpg,labelbox2/images/000047.npy
labelbox2/images/cmml_416.jpg,labelbox2/images/cmml_416.npy
labelbox2/images/000034.jpg,labelbox2/images/000034.npy
labelbox2/images/000117.jpg,labelbox2/images/000117.npy
labelbox2/images/cmml_98.jpg,labelbox2/images/cmml_98.npy
labelbox2/images/000235.jpg,labelbox2/images/000235.npy
labelbox2/images/cmml_102.jpg,labelbox2/images/cmml_102.npy
labelbox2/images/000164.jpg,labelbox2/images/000164.npy
labelbox2/images/cmml_84.jpg,labelbox2/images/cmml_84.npy
labelbox2/images/000169.jpg,labelbox2/images/000169.npy
labelbox2/images/000172.jpg,labelbox2/images/000172.npy
labelbox2/images/cmml_89.jpg,labelbox2/images/cmml_89.npy
labelbox2/images/000020.jpg,labelbox2/images/000020.npy
labelbox2/images/cmml_25.jpg,labelbox2/images/cmml_25.npy
labelbox2/images/cmml_305.jpg,labelbox2/images/cmml_305.npy
labelbox2/images/000075.jpg,labelbox2/images/000075.npy
labelbox2/images/000217.jpg,labelbox2/images/000217.npy
labelbox2/images/000037.jpg,labelbox2/images/000037.npy
labelbox2/images/000138.jpg,labelbox2/images/000138.npy
labelbox2/images/000163.jpg,labelbox2/images/000163.npy
labelbox2/images/cmml_238.jpg,labelbox2/images/cmml_238.npy
labelbox2/images/000183.jpg,labelbox2/images/000183.npy
labelbox2/images/cmml_187.jpg,labelbox2/images/cmml_187.npy
labelbox2/images/000234.jpg,labelbox2/images/000234.npy
labelbox2/images/cmml_386.jpg,labelbox2/images/cmml_386.npy
labelbox2/images/000100.jpg,labelbox2/images/000100.npy
labelbox2/images/000215.jpg,labelbox2/images/000215.npy
labelbox2/images/cmml_75.jpg,labelbox2/images/cmml_75.npy
labelbox2/images/cmml_243.jpg,labelbox2/images/cmml_243.npy
labelbox2/images/000149.jpg,labelbox2/images/000149.npy
labelbox2/images/cmml_135.jpg,labelbox2/images/cmml_135.npy
labelbox2/images/000162.jpg,labelbox2/images/000162.npy
labelbox2/images/000141.jpg,labelbox2/images/000141.npy
labelbox2/images/cmml_158.jpg,labelbox2/images/cmml_158.npy
labelbox2/images/000072.jpg,labelbox2/images/000072.npy
labelbox2/images/cmml_286.jpg,labelbox2/images/cmml_286.npy
labelbox2/images/000060.jpg,labelbox2/images/000060.npy
labelbox2/images/cmml_460.jpg,labelbox2/images/cmml_460.npy
labelbox2/images/000129.jpg,labelbox2/images/000129.npy
labelbox2/images/000146.jpg,labelbox2/images/000146.npy
labelbox2/images/cmml_239.jpg,labelbox2/images/cmml_239.npy
labelbox2/images/cmml_413.jpg,labelbox2/images/cmml_413.npy
labelbox2/images/cmml_430.jpg,labelbox2/images/cmml_430.npy
labelbox2/images/cmml_454.jpg,labelbox2/images/cmml_454.npy
labelbox2/images/cmml_473.jpg,labelbox2/images/cmml_473.npy
labelbox2/images/000015.jpg,labelbox2/images/000015.npy
labelbox2/images/000063.jpg,labelbox2/images/000063.npy
labelbox2/images/cmml_144.jpg,labelbox2/images/cmml_144.npy
labelbox2/images/000158.jpg,labelbox2/images/000158.npy
labelbox2/images/cmml_344.jpg,labelbox2/images/cmml_344.npy
labelbox2/images/000221.jpg,labelbox2/images/000221.npy
labelbox2/images/cmml_456.jpg,labelbox2/images/cmml_456.npy
labelbox2/images/cmml_269.jpg,labelbox2/images/cmml_269.npy
labelbox2/images/000041.jpg,labelbox2/images/000041.npy
labelbox2/images/cmml_95.jpg,labelbox2/images/cmml_95.npy
labelbox2/images/000227.jpg,labelbox2/images/000227.npy
labelbox2/images/000044.jpg,labelbox2/images/000044.npy
labelbox2/images/cmml_168.jpg,labelbox2/images/cmml_168.npy
labelbox2/images/000147.jpg,labelbox2/images/000147.npy
labelbox2/images/cmml_150.jpg,labelbox2/images/cmml_150.npy
labelbox2/images/000119.jpg,labelbox2/images/000119.npy
labelbox2/images/000186.jpg,labelbox2/images/000186.npy
labelbox2/images/cmml_41.jpg,labelbox2/images/cmml_41.npy
labelbox2/images/000179.jpg,labelbox2/images/000179.npy
labelbox2/images/000205.jpg,labelbox2/images/000205.npy
labelbox2/images/000018.jpg,labelbox2/images/000018.npy
labelbox2/images/cmml_462.jpg,labelbox2/images/cmml_462.npy
labelbox2/images/000204.jpg,labelbox2/images/000204.npy
labelbox2/images/000055.jpg,labelbox2/images/000055.npy
labelbox2/images/000038.jpg,labelbox2/images/000038.npy
labelbox2/images/000082.jpg,labelbox2/images/000082.npy
labelbox2/images/000052.jpg,labelbox2/images/000052.npy
labelbox2/images/000151.jpg,labelbox2/images/000151.npy
labelbox2/images/000142.jpg,labelbox2/images/000142.npy
labelbox2/images/cmml_401.jpg,labelbox2/images/cmml_401.npy
labelbox2/images/000108.jpg,labelbox2/images/000108.npy
labelbox2/images/cmml_240.jpg,labelbox2/images/cmml_240.npy
labelbox2/images/000005.jpg,labelbox2/images/000005.npy
labelbox2/images/000035.jpg,labelbox2/images/000035.npy
labelbox2/images/cmml_231.jpg,labelbox2/images/cmml_231.npy
labelbox2/images/cmml_209.jpg,labelbox2/images/cmml_209.npy
labelbox2/images/000002.jpg,labelbox2/images/000002.npy
labelbox2/images/000097.jpg,labelbox2/images/000097.npy
labelbox2/images/cmml_343.jpg,labelbox2/images/cmml_343.npy
labelbox2/images/000143.jpg,labelbox2/images/000143.npy
labelbox2/images/000094.jpg,labelbox2/images/000094.npy
labelbox2/images/000214.jpg,labelbox2/images/000214.npy
labelbox2/images/000161.jpg,labelbox2/images/000161.npy
labelbox2/images/cmml_482.jpg,labelbox2/images/cmml_482.npy
labelbox2/images/000121.jpg,labelbox2/images/000121.npy
labelbox2/images/cmml_161.jpg,labelbox2/images/cmml_161.npy
labelbox2/images/cmml_119.jpg,labelbox2/images/cmml_119.npy
labelbox2/images/cmml_178.jpg,labelbox2/images/cmml_178.npy
labelbox2/images/cmml_194.jpg,labelbox2/images/cmml_194.npy
labelbox2/images/000201.jpg,labelbox2/images/000201.npy
labelbox2/images/000010.jpg,labelbox2/images/000010.npy
labelbox2/images/000106.jpg,labelbox2/images/000106.npy
labelbox2/images/000192.jpg,labelbox2/images/000192.npy
labelbox2/images/cmml_295.jpg,labelbox2/images/cmml_295.npy
labelbox2/images/000134.jpg,labelbox2/images/000134.npy
labelbox2/images/000187.jpg,labelbox2/images/000187.npy
labelbox2/images/cmml_99.jpg,labelbox2/images/cmml_99.npy
labelbox2/images/000049.jpg,labelbox2/images/000049.npy
labelbox2/images/000076.jpg,labelbox2/images/000076.npy
labelbox2/images/cmml_290.jpg,labelbox2/images/cmml_290.npy
labelbox2/images/000223.jpg,labelbox2/images/000223.npy
labelbox2/images/000000.jpg,labelbox2/images/000000.npy
labelbox2/images/000007.jpg,labelbox2/images/000007.npy
labelbox2/images/cmml_254.jpg,labelbox2/images/cmml_254.npy
labelbox2/images/000200.jpg,labelbox2/images/000200.npy
labelbox2/images/cmml_492.jpg,labelbox2/images/cmml_492.npy
labelbox2/images/cmml_242.jpg,labelbox2/images/cmml_242.npy
labelbox2/images/000102.jpg,labelbox2/images/000102.npy
labelbox2/images/cmml_411.jpg,labelbox2/images/cmml_411.npy
labelbox2/images/000213.jpg,labelbox2/images/000213.npy
labelbox2/images/cmml_15.jpg,labelbox2/images/cmml_15.npy
labelbox2/images/cmml_310.jpg,labelbox2/images/cmml_310.npy
labelbox2/images/cmml_37.jpg,labelbox2/images/cmml_37.npy
labelbox2/images/000216.jpg,labelbox2/images/000216.npy
labelbox2/images/000174.jpg,labelbox2/images/000174.npy
labelbox2/images/cmml_30.jpg,labelbox2/images/cmml_30.npy
labelbox2/images/000156.jpg,labelbox2/images/000156.npy
labelbox2/images/000181.jpg,labelbox2/images/000181.npy
labelbox2/images/000091.jpg,labelbox2/images/000091.npy
labelbox2/images/000154.jpg,labelbox2/images/000154.npy
labelbox2/images/000178.jpg,labelbox2/images/000178.npy
labelbox2/images/000145.jpg,labelbox2/images/000145.npy
labelbox2/images/000127.jpg,labelbox2/images/000127.npy
labelbox2/images/000033.jpg,labelbox2/images/000033.npy
labelbox2/images/000101.jpg,labelbox2/images/000101.npy
labelbox2/images/cmml_105.jpg,labelbox2/images/cmml_105.npy
labelbox2/images/000206.jpg,labelbox2/images/000206.npy
labelbox2/images/cmml_171.jpg,labelbox2/images/cmml_171.npy
labelbox2/images/cmml_116.jpg,labelbox2/images/cmml_116.npy
labelbox2/images/cmml_227.jpg,labelbox2/images/cmml_227.npy
labelbox2/images/cmml_204.jpg,labelbox2/images/cmml_204.npy
labelbox2/images/cmml_404.jpg,labelbox2/images/cmml_404.npy
labelbox2/images/cmml_359.jpg,labelbox2/images/cmml_359.npy
labelbox2/images/000069.jpg,labelbox2/images/000069.npy
labelbox2/images/000110.jpg,labelbox2/images/000110.npy
labelbox2/images/cmml_496.jpg,labelbox2/images/cmml_496.npy
labelbox2/images/cmml_311.jpg,labelbox2/images/cmml_311.npy
labelbox2/images/cmml_320.jpg,labelbox2/images/cmml_320.npy
labelbox2/images/000087.jpg,labelbox2/images/000087.npy
labelbox2/images/cmml_245.jpg,labelbox2/images/cmml_245.npy
labelbox2/images/000064.jpg,labelbox2/images/000064.npy
labelbox2/images/000135.jpg,labelbox2/images/000135.npy
labelbox2/images/cmml_271.jpg,labelbox2/images/cmml_271.npy
labelbox2/images/000191.jpg,labelbox2/images/000191.npy
labelbox2/images/000062.jpg,labelbox2/images/000062.npy
labelbox2/images/cmml_301.jpg,labelbox2/images/cmml_301.npy
labelbox2/images/000182.jpg,labelbox2/images/000182.npy
labelbox2/images/000090.jpg,labelbox2/images/000090.npy
labelbox2/images/000068.jpg,labelbox2/images/000068.npy
labelbox2/images/cmml_364.jpg,labelbox2/images/cmml_364.npy
labelbox2/images/cmml_434.jpg,labelbox2/images/cmml_434.npy
labelbox2/images/cmml_335.jpg,labelbox2/images/cmml_335.npy
labelbox2/images/000226.jpg,labelbox2/images/000226.npy
labelbox2/images/000073.jpg,labelbox2/images/000073.npy
labelbox2/images/cmml_180.jpg,labelbox2/images/cmml_180.npy
labelbox2/images/000048.jpg,labelbox2/images/000048.npy
labelbox2/images/cmml_398.jpg,labelbox2/images/cmml_398.npy
labelbox2/images/000008.jpg,labelbox2/images/000008.npy
labelbox2/images/cmml_390.jpg,labelbox2/images/cmml_390.npy
labelbox2/images/000225.jpg,labelbox2/images/000225.npy
labelbox2/images/000078.jpg,labelbox2/images/000078.npy
labelbox2/images/cmml_339.jpg,labelbox2/images/cmml_339.npy
labelbox2/images/cmml_49.jpg,labelbox2/images/cmml_49.npy
labelbox2/images/cmml_87.jpg,labelbox2/images/cmml_87.npy
labelbox2/images/cmml_285.jpg,labelbox2/images/cmml_285.npy
labelbox2/images/cmml_259.jpg,labelbox2/images/cmml_259.npy
labelbox2/images/000089.jpg,labelbox2/images/000089.npy
labelbox2/images/000104.jpg,labelbox2/images/000104.npy
labelbox2/images/cmml_145.jpg,labelbox2/images/cmml_145.npy
labelbox2/images/000197.jpg,labelbox2/images/000197.npy
labelbox2/images/000180.jpg,labelbox2/images/000180.npy
labelbox2/images/000006.jpg,labelbox2/images/000006.npy
labelbox2/images/cmml_480.jpg,labelbox2/images/cmml_480.npy
labelbox2/images/cmml_124.jpg,labelbox2/images/cmml_124.npy
labelbox2/images/cmml_478.jpg,labelbox2/images/cmml_478.npy
labelbox2/images/000116.jpg,labelbox2/images/000116.npy
labelbox2/images/000185.jpg,labelbox2/images/000185.npy
labelbox2/images/cmml_399.jpg,labelbox2/images/cmml_399.npy
labelbox2/images/000224.jpg,labelbox2/images/000224.npy
labelbox2/images/000190.jpg,labelbox2/images/000190.npy
labelbox2/images/000239.jpg,labelbox2/images/000239.npy
labelbox2/images/000208.jpg,labelbox2/images/000208.npy
labelbox2/images/000026.jpg,labelbox2/images/000026.npy
labelbox2/images/000115.jpg,labelbox2/images/000115.npy
labelbox2/images/cmml_55.jpg,labelbox2/images/cmml_55.npy
labelbox2/images/cmml_57.jpg,labelbox2/images/cmml_57.npy
labelbox2/images/cmml_322.jpg,labelbox2/images/cmml_322.npy
labelbox2/images/000132.jpg,labelbox2/images/000132.npy
labelbox2/images/000109.jpg,labelbox2/images/000109.npy
labelbox2/images/cmml_122.jpg,labelbox2/images/cmml_122.npy
labelbox2/images/cmml_318.jpg,labelbox2/images/cmml_318.npy
labelbox2/images/cmml_289.jpg,labelbox2/images/cmml_289.npy
labelbox2/images/000099.jpg,labelbox2/images/000099.npy
labelbox2/images/000232.jpg,labelbox2/images/000232.npy
labelbox2/images/000170.jpg,labelbox2/images/000170.npy
labelbox2/images/cmml_232.jpg,labelbox2/images/cmml_232.npy
labelbox2/images/cmml_302.jpg,labelbox2/images/cmml_302.npy
labelbox2/images/cmml_402.jpg,labelbox2/images/cmml_402.npy
labelbox2/images/000230.jpg,labelbox2/images/000230.npy
labelbox2/images/000054.jpg,labelbox2/images/000054.npy
labelbox2/images/000011.jpg,labelbox2/images/000011.npy
labelbox2/images/cmml_103.jpg,labelbox2/images/cmml_103.npy
labelbox2/images/000112.jpg,labelbox2/images/000112.npy
labelbox2/images/000176.jpg,labelbox2/images/000176.npy
labelbox2/images/000194.jpg,labelbox2/images/000194.npy
labelbox2/images/cmml_139.jpg,labelbox2/images/cmml_139.npy
labelbox2/images/000092.jpg,labelbox2/images/000092.npy
labelbox2/images/000001.jpg,labelbox2/images/000001.npy
labelbox2/images/cmml_353.jpg,labelbox2/images/cmml_353.npy
labelbox2/images/cmml_357.jpg,labelbox2/images/cmml_357.npy
labelbox2/images/000107.jpg,labelbox2/images/000107.npy
labelbox2/images/cmml_59.jpg,labelbox2/images/cmml_59.npy
labelbox2/images/cmml_319.jpg,labelbox2/images/cmml_319.npy
labelbox2/images/000140.jpg,labelbox2/images/000140.npy
labelbox2/images/cmml_42.jpg,labelbox2/images/cmml_42.npy
labelbox2/images/000173.jpg,labelbox2/images/000173.npy
labelbox2/images/cmml_255.jpg,labelbox2/images/cmml_255.npy
labelbox2/images/cmml_69.jpg,labelbox2/images/cmml_69.npy
labelbox2/images/cmml_443.jpg,labelbox2/images/cmml_443.npy
labelbox2/images/cmml_12.jpg,labelbox2/images/cmml_12.npy
labelbox2/images/cmml_341.jpg,labelbox2/images/cmml_341.npy
labelbox2/images/cmml_431.jpg,labelbox2/images/cmml_431.npy
labelbox2/images/000093.jpg,labelbox2/images/000093.npy
labelbox2/images/cmml_40.jpg,labelbox2/images/cmml_40.npy
labelbox2/images/000024.jpg,labelbox2/images/000024.npy
labelbox2/images/cmml_294.jpg,labelbox2/images/cmml_294.npy
labelbox2/images/cmml_296.jpg,labelbox2/images/cmml_296.npy
labelbox2/images/000136.jpg,labelbox2/images/000136.npy
labelbox2/images/000122.jpg,labelbox2/images/000122.npy
labelbox2/images/cmml_33.jpg,labelbox2/images/cmml_33.npy
labelbox2/images/000096.jpg,labelbox2/images/000096.npy
labelbox2/images/000165.jpg,labelbox2/images/000165.npy
labelbox2/images/000184.jpg,labelbox2/images/000184.npy
labelbox2/images/000203.jpg,labelbox2/images/000203.npy
labelbox2/images/cmml_104.jpg,labelbox2/images/cmml_104.npy
labelbox2/images/000086.jpg,labelbox2/images/000086.npy
labelbox2/images/cmml_4.jpg,labelbox2/images/cmml_4.npy
labelbox2/images/000065.jpg,labelbox2/images/000065.npy
labelbox2/images/000058.jpg,labelbox2/images/000058.npy
labelbox2/images/cmml_368.jpg,labelbox2/images/cmml_368.npy
labelbox2/images/000228.jpg,labelbox2/images/000228.npy
labelbox2/images/000159.jpg,labelbox2/images/000159.npy
labelbox2/images/cmml_149.jpg,labelbox2/images/cmml_149.npy
labelbox2/images/cmml_188.jpg,labelbox2/images/cmml_188.npy
labelbox2/images/000219.jpg,labelbox2/images/000219.npy
labelbox2/images/000057.jpg,labelbox2/images/000057.npy
labelbox2/images/000043.jpg,labelbox2/images/000043.npy
labelbox2/images/000032.jpg,labelbox2/images/000032.npy
labelbox2/images/cmml_405.jpg,labelbox2/images/cmml_405.npy
labelbox2/images/000222.jpg,labelbox2/images/000222.npy
labelbox2/images/000237.jpg,labelbox2/images/000237.npy
labelbox2/images/000195.jpg,labelbox2/images/000195.npy
labelbox2/images/000056.jpg,labelbox2/images/000056.npy
labelbox2/images/cmml_146.jpg,labelbox2/images/cmml_146.npy
labelbox2/images/000014.jpg,labelbox2/images/000014.npy
labelbox2/images/cmml_200.jpg,labelbox2/images/cmml_200.npy
labelbox2/images/cmml_100.jpg,labelbox2/images/cmml_100.npy
labelbox2/images/000030.jpg,labelbox2/images/000030.npy
labelbox2/images/cmml_197.jpg,labelbox2/images/cmml_197.npy
labelbox2/images/cmml_164.jpg,labelbox2/images/cmml_164.npy
labelbox2/images/000220.jpg,labelbox2/images/000220.npy
labelbox2/images/cmml_407.jpg,labelbox2/images/cmml_407.npy
labelbox2/images/000139.jpg,labelbox2/images/000139.npy
labelbox2/images/000238.jpg,labelbox2/images/000238.npy
labelbox2/images/000133.jpg,labelbox2/images/000133.npy
labelbox2/images/000150.jpg,labelbox2/images/000150.npy
labelbox2/images/cmml_256.jpg,labelbox2/images/cmml_256.npy
labelbox2/images/000040.jpg,labelbox2/images/000040.npy
labelbox2/images/000123.jpg,labelbox2/images/000123.npy
labelbox2/images/000168.jpg,labelbox2/images/000168.npy
labelbox2/images/000017.jpg,labelbox2/images/000017.npy
labelbox2/images/000050.jpg,labelbox2/images/000050.npy
labelbox2/images/cmml_366.jpg,labelbox2/images/cmml_366.npy
labelbox2/images/000103.jpg,labelbox2/images/000103.npy
labelbox2/images/000098.jpg,labelbox2/images/000098.npy
labelbox2/images/cmml_85.jpg,labelbox2/images/cmml_85.npy
labelbox2/images/000012.jpg,labelbox2/images/000012.npy
labelbox2/images/000004.jpg,labelbox2/images/000004.npy
labelbox2/images/000131.jpg,labelbox2/images/000131.npy
labelbox2/images/cmml_172.jpg,labelbox2/images/cmml_172.npy
labelbox2/images/cmml_198.jpg,labelbox2/images/cmml_198.npy
labelbox2/images/cmml_270.jpg,labelbox2/images/cmml_270.npy
labelbox2/images/cmml_444.jpg,labelbox2/images/cmml_444.npy
labelbox2/images/000009.jpg,labelbox2/images/000009.npy
labelbox2/images/000166.jpg,labelbox2/images/000166.npy
labelbox2/images/cmml_382.jpg,labelbox2/images/cmml_382.npy
labelbox2/images/cmml_9.jpg,labelbox2/images/cmml_9.npy
labelbox2/images/000189.jpg,labelbox2/images/000189.npy
labelbox2/images/cmml_86.jpg,labelbox2/images/cmml_86.npy
labelbox2/images/cmml_101.jpg,labelbox2/images/cmml_101.npy
labelbox2/images/cmml_128.jpg,labelbox2/images/cmml_128.npy
labelbox2/images/000171.jpg,labelbox2/images/000171.npy
labelbox2/images/000236.jpg,labelbox2/images/000236.npy
labelbox2/images/000233.jpg,labelbox2/images/000233.npy
labelbox2/images/000210.jpg,labelbox2/images/000210.npy
labelbox2/images/cmml_20.jpg,labelbox2/images/cmml_20.npy
labelbox2/images/cmml_110.jpg,labelbox2/images/cmml_110.npy
labelbox2/images/cmml_487.jpg,labelbox2/images/cmml_487.npy
labelbox2/images/000188.jpg,labelbox2/images/000188.npy
